1110100 - Hammer-Head - 1 - 500 - 250 - hpp,66; 
9071003 - Fire-Flag(Drop) - 35 - 0 - 0 - hpp,50; 
3070800 - 레드월드컵기 - 1 - 1 - 0 - hpp,85; 
3070801 - 레드월드컵기 - 1 - 0 - 90 - hpp,85; 
3070802 - 레드월드컵기 - 1 - 0 - 90 - hpp,85; 
3070803 - 레드월드컵기 - 1 - 0 - 90 - hpp,85; 
3070804 - 레드월드컵기 - 1 - 0 - 50 - hpp,85; 
3070805 - 레드월드컵기 - 1 - 0 - 50 - hpp,85; 
3070806 - 레드월드컵기 - 1 - 0 - 50 - hpp,85; 
3070807 - 레드월드컵기 - 1 - 0 - 10 - hpp,85; 
3070808 - 레드월드컵기 - 1 - 0 - 10 - hpp,85; 
3070809 - 레드월드컵기 - 1 - 0 - 10 - hpp,85; 
9070801 - 레드월드컵기(Drop) - 35 - 0 - 0 - hpp,50; 
9070802 - 레드월드컵기(Drop) - 35 - 0 - 0 - hpp,50; 
9070803 - 레드월드컵기(Drop) - 35 - 0 - 0 - hpp,50; 
3071100 - 하이퍼 - 1 - 1 - 0 - hpp,85; 
3071101 - 하이퍼 - 1 - 0 - 90 - hpp,85; 
3071102 - 하이퍼 - 1 - 0 - 90 - hpp,85; 
3071103 - 하이퍼 - 1 - 0 - 90 - hpp,85; 
3071104 - 하이퍼 - 1 - 0 - 50 - hpp,85; 
3071105 - 하이퍼 - 1 - 0 - 50 - hpp,85; 
3071106 - 하이퍼 - 1 - 0 - 50 - hpp,85; 
3071107 - 하이퍼 - 1 - 0 - 10 - hpp,85; 
3071108 - 하이퍼 - 1 - 0 - 10 - hpp,85; 
3071109 - 하이퍼 - 1 - 0 - 10 - hpp,85; 
9071101 - 하이퍼(Drop) - 35 - 0 - 0 - hpp,50; 
9071102 - 하이퍼(Drop) - 35 - 0 - 0 - hpp,50; 
9071103 - 하이퍼(Drop) - 35 - 0 - 0 - hpp,50; 
3071200 - 진격 - 1 - 1 - 0 - hpp,85; 
3071201 - 진격 - 1 - 0 - 90 - hpp,85; 
3071202 - 진격 - 1 - 0 - 90 - hpp,85; 
3071203 - 진격 - 1 - 0 - 90 - hpp,85; 
3071204 - 진격 - 1 - 0 - 50 - hpp,85; 
3071205 - 진격 - 1 - 0 - 50 - hpp,85; 
3071206 - 진격 - 1 - 0 - 50 - hpp,85; 
3071207 - 진격 - 1 - 0 - 10 - hpp,85; 
3071208 - 진격 - 1 - 0 - 10 - hpp,85; 
3071209 - 진격 - 1 - 0 - 10 - hpp,85; 
9071201 - 진격(Drop) - 35 - 0 - 0 - hpp,50; 
9071202 - 진격(Drop) - 35 - 0 - 0 - hpp,50; 
9071203 - 진격(Drop) - 35 - 0 - 0 - hpp,50; 
3071300 - 안전 - 1 - 1 - 0 - hpp,85; 
3071301 - 안전 - 1 - 0 - 90 - hpp,85; 
3071302 - 안전 - 1 - 0 - 90 - hpp,85; 
3071303 - 안전 - 1 - 0 - 90 - hpp,85; 
3071304 - 안전 - 1 - 0 - 50 - hpp,85; 
3071305 - 안전 - 1 - 0 - 50 - hpp,85; 
3071306 - 안전 - 1 - 0 - 50 - hpp,85; 
3071307 - 안전 - 1 - 0 - 10 - hpp,85; 
3071308 - 안전 - 1 - 0 - 10 - hpp,85; 
3071309 - 안전 - 1 - 0 - 10 - hpp,85; 
9071301 - 안전(Drop) - 35 - 0 - 0 - hpp,50; 
9071302 - 안전(Drop) - 35 - 0 - 0 - hpp,50; 
9071303 - 안전(Drop) - 35 - 0 - 0 - hpp,50; 
3071400 - 합격 - 1 - 1 - 0 - hpp,85; 
3071401 - 합격 - 1 - 0 - 90 - hpp,85; 
3071402 - 합격 - 1 - 0 - 90 - hpp,85; 
3071403 - 합격 - 1 - 0 - 90 - hpp,85; 
3071404 - 합격 - 1 - 0 - 50 - hpp,85; 
3071405 - 합격 - 1 - 0 - 50 - hpp,85; 
3071406 - 합격 - 1 - 0 - 50 - hpp,85; 
3071407 - 합격 - 1 - 0 - 10 - hpp,85; 
3071408 - 합격 - 1 - 0 - 10 - hpp,85; 
3071409 - 합격 - 1 - 0 - 10 - hpp,85; 
9071401 - 합격(Drop) - 35 - 0 - 0 - hpp,50; 
9071402 - 합격(Drop) - 35 - 0 - 0 - hpp,50; 
9071403 - 합격(Drop) - 35 - 0 - 0 - hpp,50; 
3071500 - 용 - 1 - 1 - 0 - hpp,85; 
3071501 - 용 - 1 - 0 - 90 - hpp,85; 
3071502 - 용 - 1 - 0 - 90 - hpp,85; 
3071503 - 용 - 1 - 0 - 90 - hpp,85; 
3071504 - 용 - 1 - 0 - 50 - hpp,85; 
3071505 - 용 - 1 - 0 - 50 - hpp,85; 
3071506 - 용 - 1 - 0 - 50 - hpp,85; 
3071507 - 용 - 1 - 0 - 10 - hpp,85; 
3071508 - 용 - 1 - 0 - 10 - hpp,85; 
3071509 - 용 - 1 - 0 - 10 - hpp,85; 
9071501 - 용(Drop) - 35 - 0 - 0 - hpp,50; 
9071502 - 용(Drop) - 35 - 0 - 0 - hpp,50; 
9071503 - 용(Drop) - 35 - 0 - 0 - hpp,50; 
3070601 - HeartBalloon - 1 - 1 - 0 - hpp,100; 
3070701 - HeartBalloon - 1 - 1 - 0 - hpp,100; 
3070901 - 축구공풍선 - 1 - 1 - 0 - hpp,100; 
3071601 - GMFlag - 1 - 1 - 1 - hpp,100; 
3071701 - TopPlayer - 1 - 1 - 1 - hpp,200; transgauge,200; 
3071801 - TopGuild - 1 - 1 - 1 - hpp,200; transgauge,200; 
3071901 - HallofFame - 1 - 1 - 1 - hpp,200; transgauge,200; 
3071902 - HallofFame - 1 - 1 - 1 - hpp,200; transgauge,200; 
3080000 - 테스트캐쉬Flag2 - 1 - 1 - 1 - 
3080001 - 테스트캐쉬Flag2(대변공) - 1 - 1 - 1 - hpp,85; 
3080002 - 테스트캐쉬Flag2(대변방) - 1 - 1 - 1 - hpp,85; 
3080003 - 테스트캐쉬Flag2(모드전환) - 1 - 1 - 1 - hpp,85; 
3080100 - TopFlag - 1 - 1 - 0 - hpp,85; 
3080101 - TopFlag - 1 - 0 - 90 - hpp,85; 
3080102 - TopFlag - 1 - 0 - 90 - hpp,85; 
3080103 - TopFlag - 1 - 0 - 90 - hpp,85; 
3080104 - TopFlag - 1 - 0 - 50 - hpp,85; 
3080105 - TopFlag - 1 - 0 - 50 - hpp,85; 
3080106 - TopFlag - 1 - 0 - 50 - hpp,85; 
3080107 - TopFlag - 1 - 0 - 10 - hpp,85; 
3080108 - TopFlag - 1 - 0 - 10 - hpp,85; 
3080109 - TopFlag - 1 - 0 - 10 - hpp,85; 
9080101 - TopFlag(Drop) - 35 - 0 - 0 - hpp,50; 
9080102 - TopFlag(Drop) - 35 - 0 - 0 - hpp,50; 
9080103 - TopFlag(Drop) - 35 - 0 - 0 - hpp,50; 
3080300 - TheDragon - 1 - 1 - 0 - hpp,85; 
3080301 - TheDragon - 1 - 0 - 60 - hpp,85; 
3080302 - TheDragon - 1 - 0 - 60 - hpp,85; 
3080303 - TheDragon - 1 - 0 - 60 - hpp,85; 
3080304 - TheDragon - 1 - 0 - 30 - hpp,85; 
3080305 - TheDragon - 1 - 0 - 30 - hpp,85; 
3080306 - TheDragon - 1 - 0 - 30 - hpp,85; 
3080307 - TheDragon - 1 - 0 - 10 - hpp,85; 
3080308 - TheDragon - 1 - 0 - 10 - hpp,85; 
3080309 - TheDragon - 1 - 0 - 10 - hpp,85; 
9080301 - TheDragon(Drop) - 35 - 0 - 0 - hpp,50; 
9080302 - TheDragon(Drop) - 35 - 0 - 0 - hpp,50; 
9080303 - TheDragon(Drop) - 35 - 0 - 0 - hpp,50; 
3080400 - Valor - 1 - 1 - 0 - hpp,85; 
3080401 - Valor - 1 - 0 - 90 - hpp,85; 
3080402 - Valor - 1 - 0 - 90 - hpp,85; 
3080403 - Valor - 1 - 0 - 90 - hpp,85; 
3080404 - Valor - 1 - 0 - 50 - hpp,85; 
3080405 - Valor - 1 - 0 - 50 - hpp,85; 
3080406 - Valor - 1 - 0 - 50 - hpp,85; 
3080407 - Valor - 1 - 0 - 10 - hpp,85; 
3080408 - Valor - 1 - 0 - 10 - hpp,85; 
3080409 - Valor - 1 - 0 - 10 - hpp,85; 
9080401 - Valor(Drop) - 35 - 0 - 0 - hpp,50; 
9080402 - Valor(Drop) - 35 - 0 - 0 - hpp,50; 
9080403 - Valor(Drop) - 35 - 0 - 0 - hpp,50; 
3080200 - TwinFish - 1 - 1 - 0 - hpp,85; 
3080201 - TwinFish - 1 - 0 - 70 - hpp,85; 
3080202 - TwinFish - 1 - 0 - 70 - hpp,85; 
3080203 - TwinFish - 1 - 0 - 70 - hpp,85; 
3080204 - TwinFish - 1 - 0 - 40 - hpp,85; 
3080205 - TwinFish - 1 - 0 - 40 - hpp,85; 
3080206 - TwinFish - 1 - 0 - 40 - hpp,85; 
3080207 - TwinFish - 1 - 0 - 10 - hpp,85; 
3080208 - TwinFish - 1 - 0 - 10 - hpp,85; 
3080209 - TwinFish - 1 - 0 - 10 - hpp,85; 
9080201 - TwinFish(Drop) - 35 - 0 - 0 - hpp,50; 
9080202 - TwinFish(Drop) - 35 - 0 - 0 - hpp,50; 
9080203 - TwinFish(Drop) - 35 - 0 - 0 - hpp,50; 
3080800 - 블루월드컵기 - 1 - 1 - 0 - hpp,85; 
3080801 - 블루월드컵기 - 1 - 0 - 90 - hpp,85; 
3080802 - 블루월드컵기 - 1 - 0 - 90 - hpp,85; 
3080803 - 블루월드컵기 - 1 - 0 - 90 - hpp,85; 
3080804 - 블루월드컵기 - 1 - 0 - 50 - hpp,85; 
3080805 - 블루월드컵기 - 1 - 0 - 50 - hpp,85; 
3080806 - 블루월드컵기 - 1 - 0 - 50 - hpp,85; 
3080807 - 블루월드컵기 - 1 - 0 - 10 - hpp,85; 
3080808 - 블루월드컵기 - 1 - 0 - 10 - hpp,85; 
3080809 - 블루월드컵기 - 1 - 0 - 10 - hpp,85; 
9080801 - 블루월드컵기(Drop) - 35 - 0 - 0 - hpp,50; 
9080802 - 블루월드컵기(Drop) - 35 - 0 - 0 - hpp,50; 
9080803 - 블루월드컵기(Drop) - 35 - 0 - 0 - hpp,50; 
3081000 - Victory-Flag - 1 - 1 - 0 - hpp,85; 
3081001 - Victory-Flag - 1 - 0 - 90 - hpp,85; 
3081002 - Victory-Flag - 1 - 0 - 90 - hpp,85; 
3081003 - Victory-Flag - 1 - 0 - 90 - hpp,85; 
3081004 - Victory-Flag - 1 - 0 - 50 - hpp,85; 
3081005 - Victory-Flag - 1 - 0 - 50 - hpp,85; 
3081006 - Victory-Flag - 1 - 0 - 50 - hpp,85; 
3081007 - Victory-Flag - 1 - 0 - 10 - hpp,85; 
3081008 - Victory-Flag - 1 - 0 - 10 - hpp,85; 
3081009 - Victory-Flag - 1 - 0 - 10 - hpp,85; 
9081001 - Victory-Flag(Drop) - 35 - 0 - 0 - hpp,50; 
9081002 - Victory-Flag(Drop) - 35 - 0 - 0 - hpp,50; 
9081003 - Victory-Flag(Drop) - 35 - 0 - 0 - hpp,50; 
3081100 - 파워업 - 1 - 1 - 0 - hpp,85; 
3081101 - 파워업 - 1 - 0 - 90 - hpp,85; 
3081102 - 파워업 - 1 - 0 - 90 - hpp,85; 
3081103 - 파워업 - 1 - 0 - 90 - hpp,85; 
3081104 - 파워업 - 1 - 0 - 50 - hpp,85; 
3081105 - 파워업 - 1 - 0 - 50 - hpp,85; 
3081106 - 파워업 - 1 - 0 - 50 - hpp,85; 
3081107 - 파워업 - 1 - 0 - 10 - hpp,85; 
3081108 - 파워업 - 1 - 0 - 10 - hpp,85; 
3081109 - 파워업 - 1 - 0 - 10 - hpp,85; 
9081101 - 파워업(Drop) - 35 - 0 - 0 - hpp,50; 
9081102 - 파워업(Drop) - 35 - 0 - 0 - hpp,50; 
9081103 - 파워업(Drop) - 35 - 0 - 0 - hpp,50; 
3081200 - 돌격 - 1 - 1 - 0 - hpp,85; 
3081201 - 돌격 - 1 - 0 - 90 - hpp,85; 
3081202 - 돌격 - 1 - 0 - 90 - hpp,85; 
3081203 - 돌격 - 1 - 0 - 90 - hpp,85; 
3081204 - 돌격 - 1 - 0 - 50 - hpp,85; 
3081205 - 돌격 - 1 - 0 - 50 - hpp,85; 
3081206 - 돌격 - 1 - 0 - 50 - hpp,85; 
3081207 - 돌격 - 1 - 0 - 10 - hpp,85; 
3081208 - 돌격 - 1 - 0 - 10 - hpp,85; 
3081209 - 돌격 - 1 - 0 - 10 - hpp,85; 
9081201 - 돌격(Drop) - 35 - 0 - 0 - hpp,50; 
9081202 - 돌격(Drop) - 35 - 0 - 0 - hpp,50; 
9081203 - 돌격(Drop) - 35 - 0 - 0 - hpp,50; 
3081300 - 제일 - 1 - 1 - 0 - hpp,85; 
3081301 - 제일 - 1 - 0 - 90 - hpp,85; 
3081302 - 제일 - 1 - 0 - 90 - hpp,85; 
3081303 - 제일 - 1 - 0 - 90 - hpp,85; 
3081304 - 제일 - 1 - 0 - 50 - hpp,85; 
3081305 - 제일 - 1 - 0 - 50 - hpp,85; 
3081306 - 제일 - 1 - 0 - 50 - hpp,85; 
3081307 - 제일 - 1 - 0 - 10 - hpp,85; 
3081308 - 제일 - 1 - 0 - 10 - hpp,85; 
3081309 - 제일 - 1 - 0 - 10 - hpp,85; 
9081301 - 제일(Drop) - 35 - 0 - 0 - hpp,50; 
9081302 - 제일(Drop) - 35 - 0 - 0 - hpp,50; 
9081303 - 제일(Drop) - 35 - 0 - 0 - hpp,50; 
3081400 - 축하 - 1 - 1 - 0 - hpp,85; 
3081401 - 축하 - 1 - 0 - 90 - hpp,85; 
3081402 - 축하 - 1 - 0 - 90 - hpp,85; 
3081403 - 축하 - 1 - 0 - 90 - hpp,85; 
3081404 - 축하 - 1 - 0 - 50 - hpp,85; 
3081405 - 축하 - 1 - 0 - 50 - hpp,85; 
3081406 - 축하 - 1 - 0 - 50 - hpp,85; 
3081407 - 축하 - 1 - 0 - 10 - hpp,85; 
3081408 - 축하 - 1 - 0 - 10 - hpp,85; 
3081409 - 축하 - 1 - 0 - 10 - hpp,85; 
9081401 - 축하(Drop) - 35 - 0 - 0 - hpp,50; 
9081402 - 축하(Drop) - 35 - 0 - 0 - hpp,50; 
9081403 - 축하(Drop) - 35 - 0 - 0 - hpp,50; 
3081500 - 승 - 1 - 1 - 0 - hpp,85; 
3081501 - 승 - 1 - 0 - 90 - hpp,85; 
3081502 - 승 - 1 - 0 - 90 - hpp,85; 
3081503 - 승 - 1 - 0 - 90 - hpp,85; 
3081504 - 승 - 1 - 0 - 50 - hpp,85; 
3081505 - 승 - 1 - 0 - 50 - hpp,85; 
3081506 - 승 - 1 - 0 - 50 - hpp,85; 
3081507 - 승 - 1 - 0 - 10 - hpp,85; 
3081508 - 승 - 1 - 0 - 10 - hpp,85; 
3081509 - 승 - 1 - 0 - 10 - hpp,85; 
9081501 - 승(Drop) - 35 - 0 - 0 - hpp,50; 
9081502 - 승(Drop) - 35 - 0 - 0 - hpp,50; 
9081503 - 승(Drop) - 35 - 0 - 0 - hpp,50; 
3080601 - HeartBalloon - 1 - 1 - 0 - hpp,100; 
3080701 - HeartBalloon - 1 - 1 - 0 - hpp,100; 
4010001 - Counterattack - 1 - 600 - 8 - 
4010002 - Break-fall - 1 - 1000 - 14 - 
4010003 - Charging - 1 - 700 - 10 - 
4010004 - Shock-Absorb - 1 - 650 - 9 - 
4010005 - Super-Brake - 1 - 950 - 13 - 
4010006 - Shield - 1 - 680 - 9 - 
4010007 - Accelerator - 1 - 1200 - 17 - 
4010008 - SmartDefense - 1 - 720 - 10 - 
4020001 - Stun-Attack - 1 - 900 - 4 - 
4020002 - Guard-Crush - 1 - 900 - 4 - 
4020003 - Ion-Wave - 1 - 2300 - 11 - 
4020004 - Rush - 1 - 2200 - 11 - 
4020005 - Upper-cut - 1 - 2000 - 10 - 
4010020 - CounterAttackII - 1 - 0 - 0 - 
4010021 - CounterAttackII - 1 - 0 - 1 - 
4010024 - CounterAttackII - 1 - 0 - 1 - 
4010030 - MobilityBoost - 1 - 0 - 0 - 
4010031 - MobilityBoost - 1 - 0 - 1 - 
4010034 - MobilityBoost - 1 - 0 - 1 - 
4010040 - ChargingII - 1 - 0 - 0 - 
4010041 - ChargingII - 1 - 0 - 1 - 
4010044 - ChargingII - 1 - 0 - 1 - 
4020020 - Ion-WaveII - 1 - 0 - 0 - 
4020021 - Ion-WaveII - 1 - 0 - 1 - 
4020024 - Ion-WaveII - 1 - 0 - 1 - 
4020030 - RushII - 1 - 0 - 0 - 
4020031 - RushII - 1 - 0 - 1 - 
4020034 - RushII - 1 - 0 - 1 - 
4020040 - Upper-cutII - 1 - 0 - 0 - 
4020041 - Upper-cutII - 1 - 0 - 1 - 
4020044 - Upper-cutII - 1 - 0 - 1 - 
4030100 - RevivalPack - 1 - 0 - 0 - 
4030101 - RevivalPack - 1 - 0 - 1 - 
4030102 - RevivalPack - 1 - 0 - 1 - 
4030103 - RevivalPack - 1 - 0 - 1 - 
4030104 - RevivalPack - 1 - 1 - 0 - 
4030105 - RevivalPack - 1 - 0 - 0 - 
4030200 - HP-Pack - 1 - 1 - 0 - 
4030201 - HP-Pack - 1 - 0 - 1 - 
4030202 - HP-Pack - 1 - 0 - 1 - 
4030203 - HP-Pack - 1 - 0 - 1 - 
4030301 - HP-Pack(Small) - 1 - 15000 - 0 - 
4030401 - HP-Pack(Medium) - 1 - 49000 - 0 - 
4040208 - Dark-Knight - 1 - 0 - 0 - 
4040308 - Lady-Valor - 1 - 0 - 0 - 
4040608 - White-Knight - 1 - 0 - 0 - 
4040708 - DeathHunter - 1 - 0 - 0 - 
4040209 - Dark-Knight - 1 - 0 - 0 - 
4040309 - Lady-Valor - 1 - 0 - 0 - 
4040609 - White-Knight - 1 - 0 - 0 - 
4040709 - DeathHunter - 1 - 0 - 0 - 
4040101 - SuperKhanZ - 1 - 0 - 0 - 
4040201 - Dark-Knight - 1 - 0 - 0 - 
4040301 - Lady-Valor - 1 - 0 - 0 - 
4040401 - GeneralScourge - 1 - 0 - 0 - 
4040501 - DigiDragon - 1 - 0 - 0 - 
4040601 - White-Knight - 1 - 0 - 0 - 
4040701 - DeathHunter - 1 - 0 - 0 - 
4040801 - Ice-Kong - 1 - 0 - 0 - 
4040901 - LanternMan - 1 - 0 - 0 - 
4041001 - Overrunner - 1 - 0 - 0 - 
4041401 - RedTeam - 1 - 0 - 0 - 
4041501 - Frosty - 1 - 0 - 0 - 
4041601 - Mega-BOT - 1 - 0 - 0 - 
4040102 - SuperKhanZ - 1 - 0 - 0 - 
4040202 - Dark-Knight - 1 - 0 - 0 - 
4040302 - Lady-Valor - 1 - 0 - 0 - 
4040402 - GeneralScourge - 1 - 0 - 0 - 
4040502 - DigiDragon - 1 - 0 - 0 - 
4040602 - White-Knight - 1 - 0 - 0 - 
4040702 - DeathHunter - 1 - 0 - 0 - 
4040802 - Ice-Kong - 1 - 0 - 0 - 
4040902 - LanternMan - 1 - 0 - 0 - 
4041002 - Overrunner - 1 - 0 - 0 - 
4041402 - RedTeam - 1 - 0 - 0 - 
4041502 - Frosty - 1 - 0 - 0 - 
4041602 - Mega-BOT - 1 - 0 - 0 - 
4040103 - SuperKhanZ - 1 - 0 - 0 - 
4040203 - Dark-Knight - 1 - 0 - 0 - 
4040303 - Lady-Valor - 1 - 0 - 0 - 
4040403 - GeneralScourge - 1 - 0 - 0 - 
4040503 - DigiDragon - 1 - 0 - 0 - 
4040603 - White-Knight - 1 - 0 - 0 - 
4040703 - DeathHunter - 1 - 0 - 0 - 
4040803 - Ice-Kong - 1 - 0 - 0 - 
4040903 - LanternMan - 1 - 0 - 0 - 
4041003 - Overrunner - 1 - 0 - 0 - 
4041403 - RedTeam - 1 - 0 - 0 - 
4041503 - Frosty - 1 - 0 - 0 - 
4041603 - Mega-BOT - 1 - 0 - 0 - 
4040104 - SuperKhanZ - 1 - 0 - 0 - 
4040204 - Dark-Knight - 1 - 0 - 0 - 
4040304 - Lady-Valor - 1 - 0 - 0 - 
4040404 - GeneralScourge - 1 - 0 - 0 - 
4040504 - DigiDragon - 1 - 0 - 0 - 
4040604 - White-Knight - 1 - 0 - 0 - 
4040704 - DeathHunter - 1 - 0 - 0 - 
4040804 - Ice-Kong - 1 - 0 - 0 - 
4040904 - LanternMan - 1 - 0 - 0 - 
4041004 - Overrunner - 1 - 0 - 0 - 
4041404 - RedTeam - 1 - 0 - 0 - 
4041504 - Frosty - 1 - 0 - 0 - 
4041604 - Mega-BOT - 1 - 0 - 0 - 
4041200 - Frosty - 1 - 1500 - 1500 - 
4041300 - GoldChamp - 1 - 1500 - 1500 - 
4041301 - GoldChamp - 1 - 2000 - 2000 - 
4042000 - Xabaras - 1 - 1500 - 1500 - 
4042001 - Xabaras - 1 - 2000 - 2000 - 
4042200 - Scalper - 1 - 1500 - 1500 - 
4042201 - Scalper - 1 - 2000 - 2000 - 
4042300 - CodeRed - 1 - 1500 - 1500 - 
4042301 - CodeRed - 1 - 2000 - 2000 - 
4042400 - Kowbat - 1 - 1500 - 1500 - 
4042401 - Kowbat - 1 - 2000 - 2000 - 
4040100 - SuperKhanZ - 0 - 0 - 0 - 
4040200 - Dark-Knight - 0 - 0 - 0 - 
4040300 - Lady-Valor - 0 - 0 - 0 - 
4040400 - GeneralScourge - 0 - 0 - 0 - 
4040500 - DigiDragon - 0 - 0 - 0 - 
4040600 - White-Knight - 0 - 0 - 0 - 
4040700 - DeathHunter - 0 - 0 - 0 - 
4040800 - Ice-Kong - 0 - 0 - 0 - 
4040900 - LanternMan - 0 - 0 - 0 - 
4041000 - Overrunner - 0 - 0 - 0 - 
4041100 - GMTranspack - 0 - 0 - 0 - 
4041400 - RedTeam - 0 - 0 - 0 - 
4041500 - Frosty - 0 - 0 - 0 - 
4041600 - Mega-BOT - 0 - 0 - 0 - 
4040107 - SuperKhanZ(Drop) - 5 - 0 - 0 - 
4040207 - Dark-Knight(Drop) - 5 - 0 - 0 - 
4040307 - Lady-Valor(Drop) - 5 - 0 - 0 - 
4040407 - GeneralScourge(Drop) - 5 - 0 - 0 - 
4040507 - DigiDragon(Drop) - 5 - 0 - 0 - 
4040607 - White-Knight(Drop) - 5 - 0 - 0 - 
4040707 - DeathHunter(Drop) - 5 - 0 - 0 - 
4040807 - Ice-Kong(Drop) - 5 - 0 - 0 - 
4040907 - LanternMan(Drop) - 5 - 0 - 0 - 
4041007 - Overrunner(Drop) - 5 - 0 - 0 - 
4041407 - RedTeam(Drop) - 5 - 0 - 0 - 
4041507 - Frosty(Drop) - 5 - 0 - 0 - 
4041607 - Mega-BOT - 5 - 0 - 0 - 
4050100 - Boza - 1 - 1500 - 750 - 
4050200 - Wazzu - 1 - 5000 - 2500 - 
4050300 - Nimba - 1 - 6300 - 90 - 
4050400 - Scalper - 1 - 9500 - 130 - 
4050500 - BIT-Cannon - 1 - 9999999 - 0 - 
4050600 - Proc-ray - 1 - 9999999 - 0 - 
4050700 - G60-CORE-Blaster - 1 - 9999999 - 0 - 
4050800 - OpsTeam - 1 - 0 - 0 - hpp,200; 
4050801 - OpsTeam - 1 - 0 - 0 - 
4050804 - OpsTeam - 1 - 0 - 0 - 
4050807 - OpsTeam - 1 - 0 - 0 - 
4050900 - EchoForce - 1 - 0 - 0 - hpp,200; 
4050901 - EchoForce - 1 - 0 - 0 - 
4050904 - EchoForce - 1 - 0 - 0 - 
4050907 - EchoForce - 1 - 0 - 0 - 
4051000 - Shuriken - 1 - 0 - 0 - hpp,200; 
4051001 - Shuriken - 1 - 0 - 0 - 
4051004 - Shuriken - 1 - 0 - 0 - 
4051007 - Shuriken - 1 - 0 - 0 - 
4051100 - Arsenal - 1 - 0 - 0 - hpp,200; 
4051101 - Arsenal - 1 - 0 - 0 - 
4051104 - Arsenal - 1 - 0 - 0 - 
4051107 - Arsenal - 1 - 0 - 0 - 
4051200 - Aeron - 1 - 0 - 0 - hpp,200; 
4051201 - Aeron - 1 - 0 - 0 - 
4051204 - Aeron - 1 - 0 - 0 - 
4051207 - Aeron - 1 - 0 - 0 - 
4051300 - Grounder - 1 - 0 - 0 - hpp,200; 
4051301 - Grounder - 1 - 0 - 0 - 
4051304 - Grounder - 1 - 0 - 0 - 
4051307 - Grounder - 1 - 0 - 0 - 
4051400 - Sharps - 1 - 0 - 0 - hpp,200; 
4051401 - Sharps - 1 - 0 - 0 - 
4051404 - Sharps - 1 - 0 - 0 - 
4051407 - Sharps - 1 - 0 - 0 - 
4051500 - 빅스워드 - 1 - 0 - 0 - hpp,200; 
4051501 - 빅스워드 - 1 - 0 - 0 - 
4051504 - 빅스워드 - 1 - 0 - 0 - 
4051507 - 빅스워드 - 1 - 0 - 0 - 
4051600 - 다크나이트 - 1 - 0 - 0 - hpp,200; 
4051601 - 다크나이트 - 1 - 0 - 0 - 
4051604 - 다크나이트 - 1 - 0 - 0 - 
4051607 - 다크나이트 - 1 - 0 - 0 - 
4051700 - 킹파이터 - 1 - 0 - 0 - hpp,200; 
4051701 - 킹파이터 - 1 - 0 - 0 - 
4051704 - 킹파이터 - 1 - 0 - 0 - 
4051707 - 킹파이터 - 1 - 0 - 0 - 
4052100 - MiniTank - 1 - 0 - 0 - hpp,200; 
4052101 - MiniTank - 1 - 0 - 0 - 
4052104 - MiniTank - 1 - 0 - 0 - 
4052107 - MiniTank - 1 - 0 - 0 - 
4050808 - OpsTeam(Drop) - 5 - 0 - 0 - 
4050908 - EchoForce(Drop) - 5 - 0 - 0 - 
4051008 - Shuriken(Drop) - 5 - 0 - 0 - 
4051108 - Arsenal(Drop) - 5 - 0 - 0 - 
4051208 - Aeron(Drop) - 5 - 0 - 0 - 
4051308 - Grounder(Drop) - 5 - 0 - 0 - 
4051408 - Sharps(Drop) - 5 - 0 - 0 - 
4051508 - 빅스워드(Drop) - 5 - 0 - 0 - 
4051608 - 다크나이트(Drop) - 5 - 0 - 0 - 
4051708 - 킹파이터(Drop) - 5 - 0 - 0 - 
5010100 - Spray-Paint - 0 - 1 - 0 - 
5010200 - Transform-Coupon - 0 - 0 - 0 - 
5010300 - Stash - 0 - 0 - 0 - 
5010400 - Body-Enhancer - 0 - 1 - 0 - 
5020500 - Super-Doubler - 0 - 1 - 0 - 
5020600 - Giga-Doubler - 0 - 1 - 0 - 
5020700 - EXP-Doubler - 0 - 1 - 0 - 
5030800 - Auto-Trigger - 0 - 1 - 0 - 
5030900 - Auto-Jump - 0 - 1 - 0 - 
5041000 - Clouded-Mind-Remover - 0 - 1 - 0 - 
5041100 - Doubt-Discharger - 0 - 1 - 0 - 
5041200 - Combination-Coupon - 1 - 0 - 0 - 
5041300 - Expand-Guild - 1 - 0 - 0 - 
5041400 - Expand-Guild - 1 - 950000 - 0 - 
6000001 - Goldbar(1) - 1 - 1000 - 1000 - 
6000002 - GoldBar(3) - 1 - 5000 - 5000 - 
6000003 - GoldBar(6) - 1 - 10000 - 10000 - 
6000004 - Gold - 1 - 100 - 100 - 
3020300 - BIT-Cannon - 1 - 600 - 300 - 
3020111 - G60-Core-Blaster(+1) - 1 - 3900 - 70 - 
3020201 - Proc-Ray(+1) - 1 - 1950 - 975 - 
3020101 - G60-Core-Blaster(+1) - 1 - 3900 - 70 - 
3020112 - G60-Core-Blaster(+2) - 1 - 600 - 300 - 
3020202 - Proc-Ray(+2) - 1 - 600 - 300 - 
3020102 - G60-Core-Blaster(+2) - 1 - 600 - 300 - 
3020113 - G60-Core-Blaster(+3) - 1 - 700 - 350 - 
3020203 - Proc-Ray(+3) - 1 - 700 - 350 - 
3020103 - G60-Core-Blaster(+3) - 1 - 700 - 350 - 
3020210 - Proc-Ray - 30 - 3800 - 1900 - 
3020401 - PaletteGun(+1) - 30 - 3700 - 1850 - 
